doc_id,cited_by_count,topic,topic_weight,topic_label,hex_colour,topic x,topic y
1827,5,2,0.06595334767699426,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.008772,2.3169293
1828,2,11,0.1423484751754368,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.6999245,1.2609484
1829,6,19,0.02650931806656254,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.247612,3.676143
1830,3,2,0.0210054559783403,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,6.5070257,2.3468993
1831,3,3,0.10123800450068494,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-1.6217235,12.066629
1832,5,18,0.016405820877149865,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,4.5336423,7.000067
1833,1,10,0.03792501020192909,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.2710954,11.127508
1834,1,8,0.17292361804749537,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,4.507975,0.6689818
1835,1,5,0.06452283836706826,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.3198915,5.6041636
1836,3,11,0.054139148141119156,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,8.149558,1.6820225
1837,3,18,0.02913115585327842,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,7.273039,4.234785
1838,8,2,0.07235468917434286,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.094502,2.3721142
1839,3,13,0.028396442487243975,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,0.42827612,9.670039
1840,79,3,0.056644310239940425,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.009234,10.560157
1841,5,18,0.02001905687791852,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,5.5853853,4.2418957
1842,1,12,0.18606089220327243,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.658711,5.51075
1843,3,13,0.016262708195445577,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,-0.53819746,9.386985
1844,4,2,0.04926070161800781,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.925539,2.1779585
1845,3,11,0.05045824971037126,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,8.294957,0.92498285
1846,6,14,0.10751784295061763,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.2403452,3.0269783
1847,3,0,0.025146812771131836,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,0.18950082,10.28627
1848,6,9,0.025849718057516947,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,5.9683642,8.785426
1849,4,2,0.053236687480274075,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.300604,1.974756
1850,7,2,0.05044167010778439,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.028875,2.324777
1851,3,13,0.050654651210140185,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.9207509,9.585277
1852,3,2,0.08217530304380997,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.459642,2.0098846
1853,45,16,0.06934761136406861,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,1.3071523,7.248992
1854,3,12,0.03894264978893774,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.100099,5.948215
1855,3,2,0.05133260857303567,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.225886,2.372737
1856,7,9,0.0630738418298621,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.400725,9.172969
1857,2,2,0.05004555502253106,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.931203,2.3829484
1858,4,11,0.023066327051781854,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.5412197,3.1500123
1859,2,2,0.031228554158944734,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.160482,3.0424268
1860,4,2,0.05301096074152751,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.8108835,2.3249898
1861,3,9,0.07995480571788614,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.8889446,7.613664
1862,3,9,0.06677185245830453,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.1472974,7.8248787
1863,7,4,0.044607136257015255,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.2874992,5.476826
1864,3,2,0.04524584734154794,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.140372,2.7350173
1865,5,16,0.06294330193274107,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,-0.3102642,6.8623734
1866,4,0,0.02642832922069224,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,5.540338,7.674111
1867,2,11,0.023514269486516998,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,8.255569,2.0970147
1868,2,2,0.029510639351587997,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.018174,2.6026826
1869,4,11,0.09653792718237274,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.7610726,1.520331
1870,2,2,0.050619151274311075,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.9770775,2.9221094
1871,2,11,0.08807626653012328,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.7019844,1.3356653
1872,3,10,0.09873130941977339,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,-0.007844429,11.463685
1873,1,6,0.24373770532280983,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,2.3022377,4.173092
1874,3,2,0.04195429588605745,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.802958,1.5015588
1875,2,2,0.04558357383929704,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.015848,2.1263518
1876,1,12,0.04737718660517253,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.736714,5.8949885
1877,7,7,0.03213778439999266,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.512193,6.124766
1878,3,19,0.012184563936968535,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.940079,3.0383358
1879,39,9,0.04403124397920221,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.7646856,8.324616
1880,3,10,0.09445960234954924,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.445644,11.700245
1881,48,3,0.05393966771899082,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-1.096856,10.674078
1882,2,3,0.009118642438949524,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-1.898601,11.917914
1883,4,17,0.04835706614442576,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-0.7305324,9.39665
1884,3,3,0.08395811867814056,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.187858,10.980905
1885,2,2,0.05109604016785533,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.442813,1.938501
1886,2,13,0.04038591568716474,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.5152254,9.765893
1887,67,9,0.053488334021771916,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.378471,8.501114
1888,2,19,0.06470859946523072,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.6964417,4.1386843
1889,81,15,0.0735525995135858,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.424092,10.292711
1890,2,0,0.026690638428337417,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,-0.66209936,9.238141
1891,38,9,0.1064170429592417,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.411784,8.533599
1892,1,19,0.0622121426794088,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,4.9160933,4.1561823
1893,5,18,0.11315403661836831,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,6.2524786,3.5734916
1894,4,9,0.1018703187167124,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.2946844,8.492838
1895,4,13,0.05515920797900485,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,4.5441966,8.705164
1896,2,12,0.09102484878400473,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,8.411666,4.2786703
1897,3,13,0.08039667012644118,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.995104,9.619718
1898,22,15,0.06296896342511608,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.6669087,10.92634
1899,2,8,0.07441233167753988,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,4.5416837,0.88631755
1900,3,17,0.08946237665378365,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.1909387,8.532715
1901,3,2,0.05732239812125692,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.447609,2.0643296
1902,3,13,0.02032263575771539,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.6196363,9.218079
1903,2,2,0.060953221805170384,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,8.8022375,1.2862223
1904,19,0,0.04800672725491994,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,3.5733383,7.179292
1905,2,2,0.07412192335647629,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.772768,2.3232918
1906,2,2,0.04867822858877167,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.129041,2.1688094
1907,3,17,0.09330662003844359,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.9342059,7.935732
1908,2,17,0.0710863301689508,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.9839526,8.766173
1909,2,2,0.007310732024217765,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,6.2882504,2.13579
1910,2,2,0.01983145181554003,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.296358,2.9991958
1911,2,2,0.01349990210979258,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.653075,2.3278024
1912,2,8,0.039634847172217595,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,3.6415687,3.7209132
1913,1,2,0.05500040269180023,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.063965,3.9034345
1914,26,9,0.02344334700068721,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.084397,8.6705265
1915,34,10,0.0314464302348926,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.0162553,10.461227
1916,3,17,0.12216668196551443,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.8208731,7.8408556
1917,2,2,0.04139429599431653,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.442378,2.2630005
1918,29,9,0.03749210993986395,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.079522,8.575077
1919,41,10,0.11737809586927346,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.7802988,12.332416
1920,3,6,0.14328106652020411,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,2.3222995,4.216164
1921,3,14,0.12458245069926865,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,4.607281,2.3911502
1922,3,10,0.03787460144535536,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.8753255,10.535886
1923,3,17,0.08096090660493425,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.4932694,8.048501
1924,29,15,0.04288399874102125,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.918701,9.165541
1925,20,11,0.03845228799639591,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,6.658019,3.779838
1926,33,12,0.04849727392711985,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.187181,5.134907
1927,34,15,0.07007289924230554,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.972881,10.425584
1928,2,17,0.07399375395107287,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.114772,8.589629
1929,2,2,0.024752606394042347,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.976204,2.3185005
1930,1,0,0.0,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,2.743171,5.292432
1931,1,2,0.06043813205716545,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.130305,2.0741808
1932,2,3,0.0793092415204703,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.841256,11.884494
1933,3,17,0.011376249504291242,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,5.5297365,3.5123281
1934,1,9,0.04069060624590607,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.9033566,8.544443
1935,45,18,0.04180272324154307,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,4.711176,7.1118417
1936,28,4,0.0637519693106574,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,-0.10667833,4.8440075
1937,34,2,0.06240944715007134,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,7.1948824,2.8003922
1938,3,17,0.0647331470292235,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.3123357,8.042604
1939,3,3,0.12429426363813083,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.2341368,11.2337265
1940,2,10,0.09828890687172345,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.61438155,11.729143
1941,2,15,0.05662921822760749,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.3301096,10.278682
1942,2,17,0.08423763987476993,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.1409943,8.469424
1943,3,5,0.08616355828318986,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.5242794,4.9894657
1944,33,0,0.05660329480545417,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,2.9940891,7.53728
1945,41,12,0.09387621197920934,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,8.576208,6.3878684
1946,35,9,0.04875869902713212,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,5.9416323,7.8165526
1947,1,17,0.04011157355131232,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.2797259,9.1988535
1948,32,13,0.019413272843981866,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,1.5262525,8.58567
1949,1,7,0.053969704981867685,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.5430217,4.927697
1950,17,2,0.07515496380595371,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.069772,2.2423687
1951,30,2,0.05771273443380967,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.18914,0.95017046
1952,2,1,0.11896791353505284,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.7059494,0.11432342
1953,2,13,0.01803412275950259,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,4.673759,7.327954
1954,2,10,0.06392271076283251,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.51281834,12.459484
1955,1,2,0.024634462594607165,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.49178,2.9756765
1956,35,10,0.06748433494075635,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.96518445,8.624252
1957,2,9,0.04853783744076458,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.1158385,7.9261484
1958,2,17,0.10633737667522533,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.8963631,8.095148
1959,2,17,0.01861024588066139,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-0.57331234,9.099955
1960,2,15,0.07272266897708181,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.83496,10.963491
1961,2,17,0.06636659465836799,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-3.0499,6.9204245
1962,1,2,0.054459770617874055,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.05923,3.9154112
1963,34,9,0.03604018493011926,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,5.818238,7.988351
1964,1,14,0.09123039716266407,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.508927,2.780601
1965,2,19,0.07117191435489062,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.554156,3.5259442
1966,22,12,0.06313274654681457,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.488028,5.1825123
1967,2,3,0.09733958821234942,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-1.8962235,10.376168
1968,28,9,0.0386050671998534,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,5.6987343,9.262572
1969,19,13,0.05413010154430795,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.4524114,9.515785
1970,25,13,0.06067304153972865,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.6035101,9.699572
1971,22,9,0.10434725828413702,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,8.117466,8.970011
1972,2,14,0.038663259825220425,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.9285166,2.550766
1973,2,16,0.1189137499793089,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,1.1509326,6.2712846
1974,37,9,0.059782478821770055,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.3246045,8.552075
1975,19,18,0.10361405639457005,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,6.257828,4.8304524
1976,2,10,0.023141513341813417,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.1222047,11.574112
1977,2,8,0.024086341125646425,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,3.8498206,1.5956744
1978,22,16,0.029076216814888645,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.18849728,9.619294
1979,1,3,0.07795170173247602,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-0.29165745,11.418081
1980,3,9,0.08807434117955792,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.0334644,8.088579
1981,1,17,0.06701364465699172,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.6607429,8.291403
1982,2,17,0.07841615386110101,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.9604284,8.71644
1983,2,17,0.0416016673063438,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.6462779,9.288909
1984,2,10,0.022939400447961365,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.1553136,10.551817
1985,15,10,0.02661931166227231,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.8080248,11.505909
1986,2,15,0.06432001200923522,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.200596,11.114716
1987,2,10,0.04139193538379856,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.39511535,11.430232
1988,29,10,0.0880923963286422,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.66680145,11.187692
1989,1,17,0.0794140215794972,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.9809068,8.68806
1990,25,16,0.06670247852286156,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,1.0111696,8.370344
1991,1,2,0.04682725968358793,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.823482,2.7624533
1992,2,10,0.011131110607855745,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.16221365,10.709338
1993,2,0,0.028964199676172937,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,0.91716766,10.792338
1994,2,2,0.05574538300062774,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.790621,2.3354373
1995,1,9,0.07624201837833977,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,8.539333,8.184237
1996,32,9,0.08189618231554265,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.1126294,7.1983733
1997,1,17,0.06741074125746584,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.883279,8.966317
1998,28,7,0.04961131803174592,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.7280116,4.9521313
1999,24,9,0.14122172009345374,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.0657473,9.186266
2000,1,14,0.048451785559510234,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,4.003213,3.8521879
2001,24,9,0.14122172009345374,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.2172604,9.220832
2002,1,13,0.042902685424790574,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.8931901,9.396214
2003,35,9,0.11319023541522999,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.2505674,8.578772
2004,2,10,0.06295250306716,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,-0.3319733,11.233789
2005,11,10,0.016987535378109084,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.5174539,10.330536
2006,1,3,0.12995290691646502,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.2071419,11.33434
2007,1,2,0.056648098583476136,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.807905,2.0129502
2008,1,5,0.07235342929001759,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.2616715,6.209402
2009,1,2,0.10100352719788125,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.023899,2.5560002
2010,13,2,0.03560849665411417,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.846175,1.9280679
2011,1,10,0.044994902690688295,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.296117,12.086576
2012,2,2,0.050301840241166525,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.287707,3.0322473
2013,24,13,0.017739708786118313,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,1.6639178,10.121186
